CB_Effective_Denisty,VB_Effective_Denisty,Electron mobility,Hole mobility,Electron Affinity,Bandgap,Dielectric permittivity,eta (%)                      ,Voc (V)                      ,Jsc (mA/cm2)                 ,FF (%)                       
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,3.00E+00,1.76E+01,1.34E+00,1.55E+01,8.50E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,4.33E+00,1.73E+01,1.34E+00,1.53E+01,8.45E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,5.67E+00,1.70E+01,1.34E+00,1.51E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,7.00E+00,1.68E+01,1.34E+00,1.50E+01,8.40E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,3.00E+00,1.80E+01,1.29E+00,1.64E+01,8.52E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,4.33E+00,1.78E+01,1.29E+00,1.62E+01,8.49E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,5.67E+00,1.76E+01,1.29E+00,1.61E+01,8.47E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,7.00E+00,1.74E+01,1.29E+00,1.60E+01,8.46E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,3.00E+00,1.76E+01,1.30E+00,1.59E+01,8.48E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,4.33E+00,1.74E+01,1.30E+00,1.58E+01,8.46E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,5.67E+00,1.73E+01,1.30E+00,1.57E+01,8.45E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,7.00E+00,1.71E+01,1.30E+00,1.56E+01,8.44E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,3.00E+00,1.72E+01,1.32E+00,1.54E+01,8.45E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,4.33E+00,1.70E+01,1.32E+00,1.53E+01,8.44E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,5.67E+00,1.69E+01,1.32E+00,1.53E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,7.00E+00,1.68E+01,1.31E+00,1.52E+01,8.42E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,3.00E+00,1.64E+01,1.33E+00,1.47E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,4.33E+00,1.63E+01,1.33E+00,1.46E+01,8.42E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,5.67E+00,1.63E+01,1.33E+00,1.45E+01,8.41E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,7.00E+00,1.62E+01,1.33E+00,1.45E+01,8.41E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,3.00E+00,1.69E+01,1.28E+00,1.56E+01,8.45E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,4.33E+00,1.68E+01,1.28E+00,1.56E+01,8.44E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,5.67E+00,1.68E+01,1.28E+00,1.55E+01,8.44E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,7.00E+00,1.67E+01,1.28E+00,1.55E+01,8.44E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,3.00E+00,1.66E+01,1.30E+00,1.52E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,4.33E+00,1.66E+01,1.29E+00,1.52E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,5.67E+00,1.66E+01,1.29E+00,1.52E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,7.00E+00,1.65E+01,1.29E+00,1.51E+01,8.43E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,3.00E+00,1.63E+01,1.31E+00,1.48E+01,8.42E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,4.33E+00,1.63E+01,1.31E+00,1.48E+01,8.42E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,5.67E+00,1.63E+01,1.31E+00,1.48E+01,8.42E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,7.00E+00,1.63E+01,1.31E+00,1.47E+01,8.42E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,3.00E+00,1.58E+01,1.33E+00,1.42E+01,8.41E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,4.33E+00,1.58E+01,1.33E+00,1.42E+01,8.41E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,5.67E+00,1.58E+01,1.33E+00,1.42E+01,8.41E+01
1.05E+19,5.00E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,7.00E+00,1.58E+01,1.33E+00,1.41E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,3.00E+00,1.94E+01,1.30E+00,1.73E+01,8.66E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,4.33E+00,1.89E+01,1.29E+00,1.70E+01,8.60E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,5.67E+00,1.85E+01,1.29E+00,1.68E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.28E+00,1.66E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,3.00E+00,1.91E+01,1.31E+00,1.69E+01,8.63E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,4.33E+00,1.86E+01,1.30E+00,1.67E+01,8.57E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.30E+00,1.65E+01,8.52E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,7.00E+00,1.79E+01,1.30E+00,1.63E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,3.00E+00,1.87E+01,1.32E+00,1.64E+01,8.59E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,4.33E+00,1.82E+01,1.32E+00,1.62E+01,8.54E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,5.67E+00,1.79E+01,1.31E+00,1.60E+01,8.50E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,7.00E+00,1.76E+01,1.31E+00,1.58E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,3.00E+00,1.78E+01,1.33E+00,1.56E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.33E+00,1.54E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,5.67E+00,1.71E+01,1.33E+00,1.52E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,7.00E+00,1.69E+01,1.33E+00,1.51E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,3.00E+00,1.81E+01,1.28E+00,1.65E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,4.33E+00,1.78E+01,1.28E+00,1.63E+01,8.52E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,5.67E+00,1.76E+01,1.28E+00,1.62E+01,8.50E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,7.00E+00,1.74E+01,1.28E+00,1.61E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,3.00E+00,1.77E+01,1.29E+00,1.60E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,4.33E+00,1.75E+01,1.29E+00,1.59E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,5.67E+00,1.73E+01,1.29E+00,1.58E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,7.00E+00,1.71E+01,1.29E+00,1.57E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,3.00E+00,1.72E+01,1.31E+00,1.55E+01,8.48E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,4.33E+00,1.70E+01,1.31E+00,1.54E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,5.67E+00,1.69E+01,1.31E+00,1.53E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,7.00E+00,1.68E+01,1.30E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,3.00E+00,1.64E+01,1.32E+00,1.47E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,4.33E+00,1.63E+01,1.32E+00,1.46E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,5.67E+00,1.62E+01,1.32E+00,1.46E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,7.00E+00,1.61E+01,1.32E+00,1.45E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,3.00E+00,1.68E+01,1.27E+00,1.56E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,4.33E+00,1.67E+01,1.27E+00,1.56E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,5.67E+00,1.67E+01,1.27E+00,1.55E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,7.00E+00,1.66E+01,1.27E+00,1.55E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,3.00E+00,1.65E+01,1.28E+00,1.53E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,4.33E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,5.67E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,7.00E+00,1.64E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,3.00E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,4.33E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,5.67E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,7.00E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,3.00E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,4.33E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,5.67E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,7.00E+00,1.56E+01,1.31E+00,1.41E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,3.00E+00,1.94E+01,1.30E+00,1.73E+01,8.66E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,4.33E+00,1.89E+01,1.29E+00,1.70E+01,8.60E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,5.67E+00,1.85E+01,1.29E+00,1.68E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.28E+00,1.66E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,3.00E+00,1.91E+01,1.31E+00,1.69E+01,8.63E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,4.33E+00,1.86E+01,1.30E+00,1.67E+01,8.57E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.30E+00,1.65E+01,8.52E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,7.00E+00,1.79E+01,1.30E+00,1.63E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,3.00E+00,1.87E+01,1.32E+00,1.64E+01,8.59E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,4.33E+00,1.82E+01,1.32E+00,1.62E+01,8.54E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,5.67E+00,1.79E+01,1.31E+00,1.60E+01,8.50E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,7.00E+00,1.76E+01,1.31E+00,1.58E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,3.00E+00,1.78E+01,1.33E+00,1.56E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.33E+00,1.54E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,5.67E+00,1.71E+01,1.33E+00,1.52E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,7.00E+00,1.69E+01,1.33E+00,1.51E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,3.00E+00,1.81E+01,1.28E+00,1.65E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,4.33E+00,1.78E+01,1.28E+00,1.63E+01,8.52E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,5.67E+00,1.76E+01,1.28E+00,1.62E+01,8.50E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,7.00E+00,1.74E+01,1.28E+00,1.61E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,3.00E+00,1.77E+01,1.29E+00,1.60E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,4.33E+00,1.74E+01,1.29E+00,1.59E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,5.67E+00,1.73E+01,1.29E+00,1.58E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,7.00E+00,1.71E+01,1.29E+00,1.57E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,3.00E+00,1.72E+01,1.31E+00,1.55E+01,8.48E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,4.33E+00,1.70E+01,1.31E+00,1.54E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,5.67E+00,1.69E+01,1.31E+00,1.53E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,7.00E+00,1.68E+01,1.30E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,3.00E+00,1.64E+01,1.32E+00,1.47E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,4.33E+00,1.63E+01,1.32E+00,1.46E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,5.67E+00,1.62E+01,1.32E+00,1.46E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,7.00E+00,1.61E+01,1.32E+00,1.45E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,3.00E+00,1.68E+01,1.27E+00,1.56E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,4.33E+00,1.67E+01,1.27E+00,1.56E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,5.67E+00,1.67E+01,1.27E+00,1.55E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,7.00E+00,1.66E+01,1.27E+00,1.55E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,3.00E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,4.33E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,5.67E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,7.00E+00,1.64E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,3.00E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,4.33E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,5.67E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,7.00E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,3.00E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,4.33E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,5.67E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,7.00E+00,1.56E+01,1.31E+00,1.41E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,3.00E+00,1.94E+01,1.30E+00,1.73E+01,8.66E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,4.33E+00,1.89E+01,1.29E+00,1.70E+01,8.60E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,5.67E+00,1.85E+01,1.29E+00,1.68E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.28E+00,1.66E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,3.00E+00,1.91E+01,1.31E+00,1.69E+01,8.63E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,4.33E+00,1.86E+01,1.30E+00,1.67E+01,8.57E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.30E+00,1.65E+01,8.52E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,7.00E+00,1.79E+01,1.30E+00,1.63E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,3.00E+00,1.87E+01,1.32E+00,1.64E+01,8.59E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,4.33E+00,1.82E+01,1.32E+00,1.62E+01,8.54E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,5.67E+00,1.79E+01,1.31E+00,1.60E+01,8.50E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,7.00E+00,1.76E+01,1.31E+00,1.58E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,3.00E+00,1.78E+01,1.33E+00,1.56E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.33E+00,1.54E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,5.67E+00,1.71E+01,1.33E+00,1.52E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,7.00E+00,1.69E+01,1.33E+00,1.51E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,3.00E+00,1.81E+01,1.28E+00,1.65E+01,8.55E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,4.33E+00,1.78E+01,1.28E+00,1.63E+01,8.52E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,5.67E+00,1.76E+01,1.28E+00,1.62E+01,8.50E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,7.00E+00,1.74E+01,1.28E+00,1.61E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,3.00E+00,1.77E+01,1.29E+00,1.60E+01,8.51E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,4.33E+00,1.74E+01,1.29E+00,1.59E+01,8.49E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,5.67E+00,1.73E+01,1.29E+00,1.58E+01,8.47E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,7.00E+00,1.71E+01,1.29E+00,1.57E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,3.00E+00,1.72E+01,1.31E+00,1.55E+01,8.48E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,4.33E+00,1.70E+01,1.31E+00,1.54E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,5.67E+00,1.69E+01,1.31E+00,1.53E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,7.00E+00,1.68E+01,1.30E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,3.00E+00,1.64E+01,1.32E+00,1.47E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,4.33E+00,1.63E+01,1.32E+00,1.46E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,5.67E+00,1.62E+01,1.32E+00,1.46E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,7.00E+00,1.61E+01,1.32E+00,1.45E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,3.00E+00,1.68E+01,1.27E+00,1.56E+01,8.46E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,4.33E+00,1.67E+01,1.27E+00,1.56E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,5.67E+00,1.67E+01,1.27E+00,1.55E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,7.00E+00,1.66E+01,1.27E+00,1.55E+01,8.45E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.77E+00,3.00E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.77E+00,4.33E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.77E+00,5.67E+00,1.65E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.77E+00,7.00E+00,1.64E+01,1.28E+00,1.52E+01,8.44E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.78E+00,3.00E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.78E+00,4.33E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.78E+00,5.67E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.78E+00,7.00E+00,1.62E+01,1.30E+00,1.48E+01,8.43E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.80E+00,3.00E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.80E+00,4.33E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.80E+00,5.67E+00,1.57E+01,1.31E+00,1.42E+01,8.42E+01
1.05E+19,5.00E+19,5.00E+00,5.00E+00,3.80E+00,1.80E+00,7.00E+00,1.56E+01,1.31E+00,1.41E+01,8.42E+01
